person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_grade_encoded,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE
0.1130347,-1.5295659,0.016401641,-0.015350659,-0.13814886,-0.32746932,-0.030845918,0.07924065,-0.7070978,-0.0011226325,-4.8957233,-0.34066343,0.10218204,-0.13672361,-0.027349917,0.044637974,-0.578737
0.024020007,-0.19105946,-0.28973788,-0.2718457,-0.24411955,-0.71967113,-0.017882217,-0.06769383,-0.68644506,-0.0005965798,0.095980436,0.21859531,0.070948355,-0.11045353,0.038608838,-0.122703195,0.35506245
-0.32563594,-1.8381226,0.1368575,-0.13586201,-0.22759302,-0.44651654,-0.027140992,-0.05407,-1.5146371,-0.0021979252,-4.6896,-0.3542358,0.04906159,0.24887697,0.02212464,0.05039465,0.27029186
0.3769651,-1.2256504,0.09690786,0.99230605,0.08980178,-0.2633952,-0.012339897,-0.05353135,-1.0680996,-0.0013805358,0.095183186,-0.30589348,0.17626825,-0.19842206,0.031647116,0.054973036,0.3813471
-0.37876153,-1.6843126,0.23127992,-0.33544144,-0.54644054,-0.18732587,-0.0043397043,-0.06179344,-0.8485536,-0.00054378284,0.085903436,-0.3143714,-0.5105986,-0.22318903,0.0030957428,0.035826646,0.33674547
0.0444904,-2.3896253,-0.05035568,0.18360688,-1.567601,-0.61540675,-0.053739086,0.14078838,-0.99482405,-0.0018066666,0.08186845,-0.45687565,0.017946232,0.47518674,-0.028064331,0.049702045,0.34570283
-0.11890495,-1.6380435,0.33728853,-0.2360267,-1.7963626,-0.5202858,-0.055565894,-0.11018572,-1.081705,-0.0023134141,0.08696501,-0.3318063,0.014841814,-0.00765055,0.009785219,0.07216816,0.3331119
0.08555846,0.32034096,-0.10898835,-0.57107884,0.2228905,-0.7961346,-0.036688447,0.18695357,-0.99582636,-0.001577496,0.10219525,0.18388696,0.028569799,0.04465306,0.025619399,0.07442548,0.37325454
0.061333425,0.74308544,0.07551969,0.23238689,-0.5759765,0.9547748,-0.02378748,-0.22268607,-2.3118522,-0.007957714,-4.327344,-2.9784696,0.018391177,0.009445133,-0.015215235,0.043729898,-1.5478451
-0.15088886,3.2310169,-0.21118201,-0.63304913,-0.44197103,-2.9117336,0.04771265,0.07813983,-1.8964672,-0.0005975273,0.05632183,0.41706455,0.094019234,-0.1840937,-0.034812212,0.007902523,-1.8095704
0.3697534,0.7892765,0.08263993,-0.8316353,0.1663765,0.6226707,-0.006410819,0.059785143,-1.7058212,-0.0005536784,-4.897623,-0.11059697,0.09206577,-0.23492272,0.17370532,0.034951113,0.31678396
0.029160075,2.1946015,0.027124347,-0.51765347,-0.57310814,-0.47349283,-0.0021768047,0.050288893,-1.0561376,-0.0005204849,0.09474928,0.38871506,-0.5827108,-0.36614388,0.035612483,0.019361345,0.3138469
0.08563923,1.0399164,0.16059174,-0.5980548,0.30527312,-0.83226395,0.030368522,-0.060976703,-0.66776496,-0.0008787075,0.117048636,0.3470596,-0.4764005,-0.3653849,0.031623337,0.02950833,0.079607055
0.30564392,-0.12079256,1.4896888,-0.047680058,0.8250706,-0.54075897,0.0020051086,-0.050564613,3.542474,-0.0008112305,0.13396466,1.2029747,0.21507658,-0.020698879,0.011830728,0.15686323,-1.5296073
0.032343816,0.06303624,0.04450504,0.57786316,-0.17149103,4.671169,0.0860504,-0.11360445,-0.24873777,-0.004594104,0.106900744,2.5950682,-0.24217612,-0.045322053,0.027879937,0.0530842,0.11131647
0.09569433,-1.1442609,0.18782255,0.2231554,-0.43864122,1.556663,0.008750337,-0.06177716,-2.2467532,-0.006819037,-4.3823166,-2.9055789,0.08299734,-0.06425614,-0.045300424,0.033104215,-1.8259835
-0.21830824,-3.5627415,-0.09731516,0.9651286,-0.71413606,-0.99389976,-0.14729118,0.057681173,-1.513458,-0.0010889098,0.07566135,0.40653774,-0.3626763,-0.19824587,-0.033627838,0.0033266789,0.30416638
-0.2607675,-1.780319,0.3663441,-0.089085296,-0.07427853,-0.55973536,-0.069885984,0.019512389,-1.6902406,-0.0022793245,-4.527171,-0.28653598,0.06691484,0.025046121,0.049982574,0.06770299,0.2899387
-0.019695533,-0.21487683,-0.8793842,0.47850245,0.07437525,-0.89799845,-0.034884512,0.02155976,1.4425522,-0.0020733569,0.1192204,0.30035964,0.23966138,0.13030396,-0.12230023,-1.6033987,0.18902825
-0.07117909,0.8136176,-0.06878664,-0.659841,0.03074805,-0.37413386,0.05926899,-0.01201549,-0.2957073,-0.00050937996,0.119172074,0.28799167,0.14726746,-0.20886253,0.06022988,-0.15628138,0.110476136
0.043443672,-1.3782544,0.074957594,-0.85594916,-0.39872944,-0.7714544,-0.060891237,-0.0040368894,-1.1090789,-0.00091250706,0.09526327,0.22754085,0.06949528,-0.019342057,0.029042795,0.052133814,0.36673528
-0.12536171,-1.5709541,-0.33919924,0.82064116,-1.3282206,-0.7982861,-0.016073294,0.040166117,-0.8361535,-0.0014417225,0.079237655,0.29439184,0.02261318,-0.06276979,0.0033774048,-0.08528635,0.3155948
-0.018904455,1.8108615,-0.07501328,-0.002313559,0.29467136,-0.42803964,0.019053742,-0.004868462,-0.14512943,-0.0014049767,0.12365954,-0.280364,-0.4874116,-0.21103655,-0.016917497,0.10148397,0.10363759
0.11191414,-1.4395139,-0.078759246,0.0017759681,-1.0614752,-0.06320571,-0.026332712,0.1578654,-1.1538422,-0.0012733687,0.08280067,-0.30804244,0.10505385,-0.008717431,0.019754313,0.028214507,0.3298867
0.011383203,-2.1197703,0.17337567,0.006000073,-0.20942518,-0.45383283,-0.0024887787,0.10980251,-0.6761535,-0.0012338182,0.095200025,-0.32735577,-0.6324957,-0.19472978,0.010650063,-0.06847542,0.3523711
0.03564438,1.0584948,0.2009844,-0.3293088,-0.058681898,-0.30314326,0.040246874,-0.0592048,-0.10912409,-0.0018004505,0.12620595,-0.29179928,-0.5672644,-0.029530631,0.010483418,0.038899977,0.08911514
0.05900564,0.35017642,-0.011661682,-0.025226442,-0.46124125,-0.7350948,-0.040048573,0.03141266,-2.7498667,-0.0014782608,-3.748694,-0.3779755,0.016313436,0.0009578009,0.007608738,0.0299053,-2.4161296
-0.17787027,-1.6479595,0.20296507,0.024427023,-0.124537446,-0.8771271,-0.012832472,-0.10797831,-0.708852,-0.0014148137,0.092085935,0.233644,0.036985595,-0.018251577,0.05738752,-0.13109711,0.3524942
0.08061262,0.9294778,0.3831658,-0.67672235,0.14897677,-0.81957304,-0.064288855,-0.07144492,-0.57157904,-0.00067032507,0.10618959,0.30976927,-0.20823124,-0.19222659,0.07399266,0.027563157,0.33542213
0.16031756,-2.0483031,-0.096174404,0.72460246,-0.3193836,1.1635548,0.017580703,0.05894749,-1.3604478,-0.0070558,-4.2949467,-2.5089126,0.09877539,-0.160966,-0.0018315507,0.044701193,0.22877306
-0.060459513,-0.6619845,1.7484828,0.4738264,0.16091691,-0.5603953,-0.018837694,0.00763235,3.313073,-0.002071966,0.1267133,1.1697568,0.22528465,0.13201044,0.022944145,-0.8761052,0.21089588
-0.43345258,-1.7429005,-1.0000706,0.07859399,0.09827426,-0.80790913,-0.10419976,-0.129593,1.42385,-0.0020057335,0.11422217,0.37449494,0.31476307,-1.031722,-0.1267777,0.26021877,0.20155808
-0.03627877,-1.1336222,0.26468968,0.4677825,0.026445676,1.6159575,-0.019282112,0.02784443,-0.61112,-0.011800669,0.19022651,-2.0468693,0.060611997,0.015371192,-0.046583768,-0.15907429,0.27511084
0.17728749,-0.9009123,-0.10275585,-0.23120268,-0.23984812,-0.39962578,-0.03577616,0.11398077,-0.68297386,-0.0013021954,0.09235828,-0.31292713,-0.20846502,-0.030029334,-0.013886287,0.045528073,0.34142423
-0.14726485,0.17835484,-0.08147652,-0.42524007,0.49762133,-0.15828481,0.07569455,-0.1681023,2.5920208,-0.00077443535,0.13475893,-0.27179903,0.6054135,0.39179844,0.14441492,0.49644455,0.3515262
0.4196102,-0.032789048,0.14855354,-0.11635623,0.33083963,-0.4988258,-0.0014117567,-0.05587868,-0.95490086,1.0246949e-06,0.11025172,0.13818134,0.14474396,-0.2800888,-0.027431017,0.043353993,0.3647796
-0.20972878,-1.1195025,-0.30706686,-0.30420697,-1.3186331,-0.39671367,-0.07793034,-0.17135578,-1.1106035,-0.002217779,0.09038492,-0.17787309,0.009780142,-0.0061504366,-0.13769846,0.094255365,0.32562995
0.03624949,0.3559876,-0.10826864,-0.746056,0.19258177,0.019865092,0.009381958,-0.05604046,-1.0231612,-0.00065498846,0.11489662,-0.11269901,0.106265016,-0.0060372674,0.22958271,0.054428026,0.35182524
-0.03859081,8.401103,0.21001674,-0.3406721,-0.7374873,4.2112556,-0.015572553,0.019354831,-0.54303145,-0.004522942,-1.943655,-1.0775987,-0.10756718,0.0023046606,0.0041069323,0.007364056,0.13470547
0.96710694,0.6771028,0.6000942,-0.08256251,0.58864284,0.95694983,0.026168449,-0.08296564,1.2416852,-0.010068113,0.11240269,-2.1267686,0.33453205,0.88804674,-0.078738324,0.26527718,0.2625738
-0.08766331,-0.14553249,-0.21211995,-0.8089592,-0.8586114,-0.8403403,-0.029798523,-0.025037454,-0.72391045,-0.0006309038,0.08832754,0.2542779,-0.35118535,-0.12504646,0.034927614,0.012958945,0.35493922
-0.06923227,1.7665403,0.074938014,-0.76979,0.13455054,-0.29094365,-0.0035301743,-0.025952509,-1.107355,-0.0005110681,0.10922982,0.23631912,0.09650972,-0.16702493,-0.16350977,0.028769366,0.31374443
0.29351375,0.5580915,0.115086235,-0.808248,-0.12646843,-0.7349984,-0.026295243,0.078559615,-1.5078697,-0.0009445013,-4.325012,-0.42540202,-0.17575279,-0.07377739,0.06102998,0.049784064,0.27536815
0.0092116,-1.2704722,0.09753473,0.9276714,-0.013568103,-0.041940875,0.21598458,0.0036440005,3.1906943,-0.0023456286,0.1634145,-0.2644454,0.4432398,0.33406013,0.79934037,0.4337227,0.34695888
-0.06253141,-1.3866915,-0.20080385,-0.11411619,-0.90950596,-0.43152037,-0.059245165,-0.16425507,-0.7381959,-0.0030666315,0.08761038,-0.32924932,0.03530034,-0.006603975,0.017746896,-0.26872668,0.3254214
-0.13601062,4.467051,0.0050342632,-0.43385428,0.04387799,-3.1284354,0.029159196,0.0423626,-0.8710957,-0.00076119753,-2.5992029,-0.5400523,0.10055168,-0.19187099,-0.039628975,-0.06697411,0.19120361
-0.09479255,-1.6748286,-0.18248945,-0.13075602,0.25631794,-0.7107234,0.058614515,-0.08920886,0.20897952,-0.0013278429,0.10779995,-0.30128723,0.11011993,-0.0038887435,-0.017879909,0.0648253,-1.3252332
0.022373967,-1.0719998,0.065804906,0.046396345,-0.106281765,-0.5601946,-0.021041052,0.010682233,-0.97626156,-0.0020583814,0.10469508,-0.10363936,0.030404132,-0.022181325,0.026509924,0.03822555,0.36855432
-0.19449344,1.8131547,-0.32492754,-0.9771701,-2.0402708,-0.20555049,-0.008635966,-0.31039694,-0.67797256,-0.00059761247,0.094808444,-0.34688067,-0.47559565,-0.23344806,-0.047324814,-0.03267836,0.3357965
0.07034459,0.7929938,0.20860848,0.89813626,0.021300321,1.3923414,0.016601695,-0.038956635,-0.69925475,-0.0113730095,0.18031296,-2.1041322,0.08952691,0.003379659,0.018057836,-0.28596434,0.24098708
-0.31706977,-0.9817343,-0.48216853,-0.38124612,-0.033247605,-0.45020702,-0.032158,-0.034151364,-0.1669598,-0.0032052565,0.13327537,-0.30370328,0.009020022,-0.029468903,5.8765872e-05,-0.37254614,0.10652924
0.008971918,7.8967123,0.11491874,-0.45261487,-0.40186968,1.5074096,0.024614614,0.054937325,-1.4525177,-0.00063045835,0.03607209,0.3766034,0.07545613,-0.18001115,0.023374157,0.011238002,-1.3304158
-0.11876087,-0.46133837,0.356581,-0.16964538,-0.11774762,-0.39365178,-0.024675494,-0.08561448,1.3935647,-0.00083605334,-5.987402,-0.6932067,0.24987109,0.12768784,0.09162617,0.247052,0.21395466
-0.16603853,0.8080811,0.95718,1.1873968,0.24835035,2.9775422,-0.016988944,0.0015337017,1.6792111,-0.0031380304,0.109726556,3.0097299,0.15919888,-0.22901535,0.03155583,0.14075442,0.13257669
0.15469787,-1.6293678,-0.21811712,0.32260203,0.093680136,-0.6655671,-0.055477265,0.032876983,-0.6595196,0.53796226,0.1144873,-0.366853,0.08208875,0.007984929,-0.05627732,-0.2830603,0.35236797
0.00017355126,-0.4953341,0.15742405,-0.4587361,0.07931927,0.13858229,-0.05800567,-0.01485863,-1.0610936,-0.00096350187,0.10409355,-0.19045843,0.02790009,0.02008447,-0.16234861,0.050204948,0.3709239
-0.13859038,-1.2853492,-0.066612355,0.057870567,-0.333885,0.013587869,-0.0037844742,0.028245846,-0.75715214,-0.0005067028,0.08164333,-0.22049634,-0.7230577,-0.20030758,-0.025966404,0.004399879,0.32645744
0.07671499,0.12162978,-0.10274214,0.07754634,-0.04300355,-0.49257284,-0.034684364,-0.038940057,-1.088955,-0.0014793017,0.09124451,0.31718856,0.07404266,-0.02461036,0.014755207,-0.21866941,0.34394014
-0.50494367,1.6985618,-0.22023377,-0.6855241,-0.07544512,-0.27570117,-0.038879942,-0.02298072,-0.6130282,-0.0013253787,0.106276065,-0.3700913,-0.25720826,-0.058664516,0.011276777,0.036913425,0.3696078
0.027736269,-0.20915018,0.08136755,-0.49950054,-0.00042556983,-0.33877873,-0.016004585,-0.022461215,-0.70694906,-0.0003930985,0.11389382,0.19330812,0.09132848,-0.025363509,-0.34345254,0.048617728,0.056522094
0.24229194,-0.9965173,-0.14209786,0.13647339,-0.27072853,-1.3958849,0.0024717834,0.07887324,-2.3367758,-0.0010375972,0.08514754,0.44989964,0.11963679,-0.20535521,-0.0043347566,0.036829475,-2.6008902
-0.18005121,0.54350907,-0.24796313,-0.12363874,0.3835589,-0.47753635,-0.09708202,-0.014380666,1.3141882,-0.0023316147,0.13074267,-0.33141845,-1.3921173,0.19949447,-0.11171215,0.18175416,0.25261137
-0.29031354,-1.6155891,-0.2180794,-0.01756222,-0.29105255,-1.4531901,-0.0840127,-0.023355521,-2.2181659,-0.001927084,0.07653606,0.330953,0.05586046,-0.0046019778,-0.0011724231,0.086030506,-2.9723005
-0.43081236,-1.0464698,0.19711228,-0.40841907,0.014660091,-0.71371496,-0.062856905,-0.06593144,-0.62756175,-0.0014047544,0.10482481,0.389861,0.032350134,0.66116333,0.03369882,0.02282263,0.3584807
0.25154912,-0.3545127,-0.008540097,0.2145846,-0.65493286,-1.0906125,-1.7897171e-05,0.12427977,-2.3466425,-0.0012652864,0.09281778,-0.42085984,0.1359714,-0.15422435,-0.031296026,0.017392118,-3.0617828
-0.44580284,1.3661618,-0.3134,0.5899049,-0.1184408,5.0107675,-0.052795995,-0.38864103,-0.4279031,-0.0047295233,0.10012806,2.5602071,0.055316105,-0.03822043,0.0375317,-0.2056908,0.14542376
-0.14763391,-0.8724583,0.011380436,1.2106799,-0.1569941,4.6900783,-0.057058636,0.12161715,-0.7256039,-0.0039513092,0.09284506,2.4465094,0.066904694,0.026052617,0.06140264,0.0751615,0.1294566
0.34846294,1.1171995,-0.061653696,0.07977929,0.042525437,-0.45035386,-0.0102005135,-0.00037928871,-0.5664859,-0.0019680257,0.13951203,-0.16692209,0.14065859,-0.28238443,0.17303103,0.066024706,0.10595624
-0.09135903,-0.28327793,0.06285865,-0.52572083,-0.014127492,-0.87242883,0.03673395,-0.05152557,-0.7044589,-0.0006250176,0.11713089,0.40702102,-0.7873912,-0.37742996,0.013735306,-0.041873462,0.08158479
0.016115507,-1.3966056,0.23623233,0.50734484,0.32230052,-0.8131795,0.088235885,0.057582837,-0.6542746,-0.0009644305,0.106591314,0.31954807,-0.53622174,-0.20430519,0.0179191,0.056068867,0.12040039
-0.009472172,1.1451147,0.27459976,0.10105326,0.07950381,-0.83150065,-0.05115236,-0.11104902,-0.21292889,-0.002735914,0.13112926,0.25448084,0.07052528,-0.13470492,0.106646694,-0.32176027,0.07457205
0.103629425,-2.487828,-0.07715509,0.84620076,-0.3204515,-0.093665734,-0.043510318,-0.15387045,-0.78557664,-0.0017998696,0.114108466,-0.32887974,0.070800126,0.055102408,0.0118493205,0.13532779,0.14413455
-0.049294792,-2.2177062,0.11133875,0.16573809,-1.4991678,-0.6230398,-0.066787094,-0.33335543,-1.2333179,-0.0025300246,0.081231005,-0.37323633,0.065547004,0.024506573,-0.015335504,0.07230905,0.36349735
-0.0015171042,2.0314074,0.017226819,-0.8111756,-0.12291538,-0.7176831,-0.038081564,0.029286113,-0.86554575,-0.00071017275,0.09849997,0.17783183,0.07839722,-0.17066467,-0.1903376,0.038486227,0.3409615
-0.22993425,-1.722801,0.31689963,0.3688271,-2.3794367,-0.21276332,-0.04331009,-0.37713528,-0.79884994,-0.0016157487,0.08234462,-0.4594205,0.07625074,0.39130515,-0.008175084,0.023833996,0.31774703
0.14228894,-0.36691728,-0.15846628,-0.037968077,0.030410822,-0.70057726,-0.013267918,0.02419481,-2.529569,-0.0012084603,0.07990792,-0.32474887,0.115662746,-0.12876923,-0.010253149,0.033935905,-3.1867995
0.039261844,0.33489242,-0.10959641,-0.42957306,-0.15501288,-0.050811328,-0.053884786,-0.073803715,-1.8005356,-0.0007602131,-4.672967,-0.23336451,0.07549182,0.02304474,-0.18739578,0.029442005,0.2771513
0.18248378,-0.58216476,0.16720147,0.1920189,-0.7326784,-1.0649709,-0.036896866,0.00055338745,-0.78632444,-0.0020291833,0.08145864,0.29900682,-0.029522853,-0.028273156,0.0012648825,-0.084187895,0.3341986
0.4085675,-0.05037363,-0.09089305,0.62004364,-0.36549217,4.989947,-0.003110704,0.0048584263,-0.5182831,-0.0036911338,0.09562278,2.7636437,0.12083355,-0.1911327,-0.013169646,-0.13022152,0.15282269
0.17543681,-0.3581472,0.6650439,0.0042889663,-0.16996552,-0.53277093,-0.052061208,-0.011211538,-0.6786699,-0.0017409987,0.095572695,-0.29416868,-0.2243623,0.009043488,-0.059477013,0.03816672,0.3564192
0.23928861,-0.7360387,-0.053812064,-0.13325225,-0.0019773033,-0.57735115,-0.003818171,-0.0223484,-1.0871863,-0.0012398304,0.12017423,-0.09439492,0.1468121,-0.24906582,0.22602049,0.03008484,0.3555246
0.26534557,-1.268162,0.018807178,-0.028580884,-0.21239284,-0.4870253,-0.011920021,0.01216598,-1.0321718,-0.0012652808,0.10293063,-0.26761508,0.1329607,-0.21637751,-0.03994228,0.042624485,0.3830266
0.2832933,4.6995316,-0.033184297,-0.35533372,-0.058773175,5.239507,0.015127855,0.14083731,-0.42450473,-0.0020198897,0.04876345,1.5521394,0.08135567,-0.20138036,-0.02341519,0.026493497,0.082825676
-0.11832058,-0.74855006,-0.036211226,-0.26069328,-0.14098242,-1.0818608,0.0034920329,0.076160625,-0.79026544,-0.0009480212,0.11894591,0.15974763,0.10944012,-0.030173713,0.120596945,0.06971129,0.09493738
-0.14399804,0.61075765,0.07692323,-0.83191997,-0.08763795,-0.34815747,-0.15587936,0.07579925,-0.74704015,-0.0005027369,0.120487474,0.19753847,0.10125528,-0.19504882,-0.25666466,0.034450248,0.07894269
0.31589594,-0.07905178,-0.27839485,1.7600155,0.1354861,4.728734,0.0070391283,-0.18355107,-0.09974086,-0.0035977042,0.09842309,1.9553978,0.054774065,0.026389118,0.07347878,0.10749495,-1.206752
0.28097808,0.37685755,-0.12109053,-0.39616266,-0.3773762,-1.032084,0.03263041,0.25285676,-0.94461507,-0.0006057109,0.105335526,0.19851907,0.17808491,-0.3661978,0.031270675,0.036520854,0.32869455
0.010010947,-0.24013677,-0.043339726,0.010081031,-0.25169903,-0.6066231,-0.009523816,-0.034344684,-0.80147725,-0.001315728,0.10768588,-0.26166934,-0.22821032,-0.042035565,-0.054328397,0.042519648,0.35316777
0.032688376,-1.1629995,0.41572556,0.4498129,-0.49409655,4.6776285,-0.034681022,-0.49393585,-0.7080888,-0.0043461034,0.09379129,1.91818,0.00037830262,0.05025975,-0.013358942,-0.3946337,0.14969473
